"K94","B","(ACEINHIBITORS.dd>0 OR SARTANS.dd>0) AND B74","ACE inhibitorjev ali blokatorjev angiotenzinskih receptorjev (sartanov) ni priporočljivo uporabljati pri hiperkaliemiji.","It is inappropriate to use ACE inhibitors or angiotensin receptor blockers in patients with hyperkalemia."
"K95","B","(ALDOSTERON_ANTAGONISTS.dd>0 AND (ACEINHIBITORS.dd>0 OR SARTANS.dd>0 OR POTASSIUM_DIURETICS.dd>0)) AND NOT V38","Kombinacija aldosteronskih antagonistov z drugimi zdravili, ki višajo nivo kalija (ACE inhibitorji, sartani, amilorid, triamteren) lahko vodi v nevarno hiperkaliemijo (K<6.0mmol/l), zato so potrebne redne kontrole kalija vsaj na 6 mesecev.","Combination of these drugs (aldosterone antagonists with other potassium-raising drugs) can cause a high risk of hiperkalemia (K>6.0mmol/l), so potassium has to be monitored closely, at least once every 6 months."
"K96","B","PHOSPHODIESTERASE_5_INHIBITORS.dd>0 AND (B61 OR (NITRATES.dd>0 AND NOT SHORTACTING_NITRATES.dd>0))","Inhibitorji fosfodiesteraze tipa 5 v kombinaciji z dolgodelujočimi nitrati ali pri hudem srčnem popuščanju s  hipotenzijo lahko povzročijo kardiogeni šok.","Phosphodiesterase type-5 inhibitors in severe heart failure with hypotension or in combination with concurrent nitrate therapy can cause cardiovascular collapse."
"K97","B","ASPIRIN.dd>160 OR ASPIRIN_ATC.dd>160","Jemanje aspirina v dozi, večji od 160mg/s, predstavlja povečano tveganje za krvavitve, ob tem pa ni dokazov za večjo učinkovitost.","Aspirin at dose >150 mg/day may cause increased bleeding risk and there is no evidence for increased efficacy."
"K98","B","(VITK_ANTAGONISTS.dd>0 OR ANTIAGGREGATION_DRUGS.dd>0 OR NEW_ANTICOAGULANTS.dd>0) AND (B17 OR B62 OR B63)","Jemanje zdravil, ki vplivajo na strjevanje krvi, v prisotnosti dejavnikov tveganja za krvavitev zvišuje tveganje za krvavitev.","Drugs interferring with blood-clotting and coagulation in combination with increased bleeding risk may cause severe bleeding."
"K99","B","((ASPIRIN.dd>0 OR ASPIRIN_ATC.dd>0) AND CLOPIDOGREL.dd>0) AND NOT (B64 OR B65)","Ni dokazov, da bi bilo jemanje aspirina in klopidogrela (oziroma sorodnih zdravil) skupaj v sekundarni preventivi bolj učinkovito kot jemanje samo klopidogrela.","No evidence of added benefit of aspirin and clopidogrel combination therapy in secondary stroke prevention over clopidogrel monotherapy."
"K100","B","(VITK_ANTAGONISTS.dd>0 OR NEW_ANTICOAGULANTS.dd>0) AND B37 AND (ASPIRIN.dd>0 OR ASPIRIN_ATC.dd>0)","Ni dokazov za dodatno korist aspirina pri zdravljenju kronične atrijske fibrilacije z antikoagulantnimi zdravili.","No evidence of added benefit of aspirin in treatment of atrial fibrillation with anticoagulation drugs in absence of clear indication for aspirin."
"K101","B","ANTIAGGREGATION_DRUGS.dd>0 AND (VITK_ANTAGONISTS.dd>0 OR NEW_ANTICOAGULANTS.dd>0) AND NOT (B15 OR B16 OR B37 OR B66)","Ni dokazov za dodatno korist antikoagulantnih zdravil pri bolnikih s koronarno, cerebrovaskularno ali periferno arterijsko bolezen brez jasne indikacije za antikoagulantno terapijo","No evidence of added benefit of anticoagulation drugs in addition to aspirin in patient with stable coronary, cerebrovascular or peripheral arterial disease and no clear indication for anticoagulation therapy."
"K102","B","TICLOPIDINE.dd>0","Tiklopidin ni primerno zdravilo, ker so druga antiagregacijska zdravila podobno učinkovita in imajo manj stranskih učinkov ter boljše dokaze o učinkovitosti.","Ticlopidin is not appropriate in elderly; other antithrombotic drugs have similar efficacy, better evidence and less side effects."
"K103","B","(WARFARIN.dd>0 OR NEW_ANTICOAGULANTS.dd>0) AND B15 AND V4 AND V5 AND V6","Ni dokazov za dodatno korist pri zdravljenju prve, nezapletene globoke venske tromboze z varfarinom dlje kot 6 mesecev","Warfarin for first, uncomplicated deep venous thrombosis for longer than 6 months duration has no proven benefit."
"K104","B","(WARFARIN.dd>0 OR NEW_ANTICOAGULANTS.dd>0) AND B16 AND V7 AND V8 AND V9","Ni dokazov za dodatno korist pri zdravljenju prve, nezapletene pljučne embolije z varfarinom dlje kot 12 mesecev","Warfarin for first uncomplicated pulmonary embolus for longer than 12 months duration has no proven benefit."
"K105","B","(WARFARIN.dd>0 OR NEW_ANTICOAGULANTS.dd>0) AND NSAID.dd>0","Nesteroidni antirevmatiki ob antikoagulantnih zdravilih povečajo tveganje za gastrointestinalno krvavitev","Concurrent use of anticoagulation drugs and non-steroidal anti-inflammatory drugs is potentially inappropriate because of risk of gastro-intestinal bleeding."
"K106","B","ANTIAGGREGATION_DRUGS.dd>0 AND NSAID.dd>0 AND NOT PPI.dd>0","Hkratno jemanje nesterodnih antirevmatikov ter antiagregacijskih zdravil brez zaščite z inhibitorjem protonske črpalke lahko vodi v nastanek želodčnih razjed.","Concurrent use of nonsteroidal antiinflamatory drugs and antiplatelet agent(s) without PPI prophylaxis increases risk of peptic ulcer disase."
"K107","B","(AMITRYPTILINE.dd>0 OR DOXEPINE.dd>0 OR CLOMIPRAMINE.dd>0 OR MAPROTILINE.dd>0) AND (B18 OR B19 OR B20 OR B21 OR B22)","Jemanje tricikličnih antidepresivov ob demenci, glavkomu z ozkim zakotjem, prevodnih motnjah srca, težavah s prostato ali ob anamnezi retence urina lahko povzroči poslabšanje teh stanj.","Tricyclic antidepressants with dementia, glaucoma, cardiovascular conduction abnormalities, prostatism or history of urinary retention may worsen these conditions."
"K108","B","(AMITRYPTILINE.dd>0 OR DOXEPINE.dd>0 OR CLOMIPRAMINE.dd>0 OR MAPROTILINE.dd>0) AND V39","Zaradi večjega tveganja za stranske učinke pri tricikličnih antidepresivih kot pri SSRI ali SNRI to niso zdravila prvega izbora za zdravljenje depresije pri starostniku.","Due to higher risk of adverse drug reactions with tricylic antidepressant in comparison with SSRI and SNRI these are not appropriate as first-line depression treatment."
"K109","B","NEUROLEPTICS_ANTICHOL.dd>0 AND (B21 OR B22)","Uporaba nevroleptikov z izraženimi antiholinergičnimi ali antimuskariničnimi učinki pri bolniki, ki ima v anamnezi težave s prostato ali prejšnjo retenco urina, lahko privede do retence urina.","Neuroleptics with moderate/marked anticholinergic/antimuscarinic properties in patient with history of prostatism or urinary retencion may lead to urinary retention."
"K110","B","(SERTRALINE.dd>0 OR ESCITALOPRAM.dd>0 OR CITALOPRAM.dd>0 OR PAROXETINE.dd>0 OR FLUOXETINE.dd>0) AND B25","SSRI lahko povečajo tveganje za hiponatremijo.","SSRI can exacerbate or precipitate hyponatremia."
"K111","B","BENZODIAZEPINES.dd>0 AND V40","Jemanje benzodiazepinov naj ne bi trajalo dlje kot 4 tedne; če jih bolnik jemlje več kot dva tedna, jih je potrebno ukinjati postopno.","Patients should not take benzodiazepines for longer than 4 weeks (no indications for longer treatment; risk of sedation, confusion, impaired balance, falls). If the patient has been taking benzodiazepines longer than 2 weeks, they should be withdrawn gradually."
"K112","B","AHTIPSYCHOTICS_EXC_CLO.dd>0 AND B23","Antipsihotiki razen klozapina in kvetiapina lahko pri bolnikih s Parkinsonovo boleznijo povzročijo hud ekstrapiramidni sindrom.","Antipsychotics except clozapine and quetiapine in patients with Parkinsonism may cause severe extrapyramidal syndrome."
"K113","B","(ANTIHOLINERGICS1.dd>0) AND V41","Uporaba antiholinergikov za zdravljenje ekstrapiramidnih stranskih učinkov nevroleptikov lahko privede do antiholinergičnih toksičnih učinkov","Anticholinergics used to treat extrapyramidal side-effects of neuroleptic medication are potentially inappropriate because of risk of anticholinergic toxicity."
"K114","B","(ANTIHOLINERGICS1.dd>0) AND B18","Uporaba antiholinergikov pri bolniku z demenco lahko poslabša kognitivni upad.","Anticholinergic in patient with dementia may exacerbate cognitive impairment."
"K115","B","AHTIPSYCHOTICS_ALL.dd>0 AND B18 AND V42","Uporaba antipsihotikov pri bolniku z vedenjskimi in psihološkimi simptomi demence ni priporočljiva, če simptomi niso hudi in jih ni bilo mogoče obvladati z drugimi zdravili, ker povečajo tveganje za kap.","Neuroleptic antipsychotics in patients with behavioural and psychological symptoms of dementia are not appropriate unless symptoms are severe and other treatments have failed, because they increase risk of stroke."
"K116","B","AHTIPSYCHOTICS_ALL.dd>0 AND V10 AND NOT V43","Nevroleptiki niso primerni za jemanje kot hipnotiki (tveganje za zmedenost, hipotenzijo, ekstrapiramidne stranske učinke, padce)","Use of neuroleptics as hypnotics is potentially inappropriate because of risk of confusion, hypotension, extrapyramidal side effects and falls."
"K117","B","ACETYLCHOLINESTERASE_INHIBITORS.dd>0 AND (B59 OR (BETABLOCKERS.dd>0 OR VERAPAMIL.dd>0 OR DILTIAZEM.dd>0 OR DIGOXIN.dd>0) OR V44)","Inhibitorji acetilholinesteraze (antidementivi) v kombinaciji z drugimi zdravili, ki znižujejo utrip ali v prisotnosti perzistentne bradikardije, srčnega bloka ali pri nepojasnjenih sinkopah niso pripročljivi, ker lahko privedejo do motnje prevajanja, sinkope in poškod.","Acetylcholinesterase inhibitors are not appropriate in patients with bradicardia or heart block, unexplained syncope, or in combination with other drugs lowering heart rate."
"K118","B","LEVOMEPROMAZINE.dd>0 AND V46 AND NOT V45","Fenotiazini niso primerni kot zdravilo prvega izbora pri starostniku, saj obstajajo varnejše in učinkovitejše alternative ","Phenotiazines are nor appropriate as first-line treatments; safer and more efficacious alternatives exist."
"K119","B","PHENOTIAZINES_EXC_LEVOM.dd>0 AND V46","Fenotiazini niso primerni kot zdravilo izbora pri starostniku, saj obstajajo varnejše in učinkovitejše alternative ","Phenotiazines are nor appropriate as first-line treatments; safer and more efficacious alternatives exist."
"K120","B","(LEVODOPA.dd>0 OR DOPAMINE_AGONISTS.dd>0) AND NOT B23 AND V47","Ni dokazov za učinkovitost levodope ali dopaminskega antagonista pri esencialnem tremorju.","There is no evidence for efficacy of levodopa or dopamine antagonists in benign essential tremor."
"K121","B","DIGOXIN.dd>0.1 AND B67","Digoksin v dolgotrajni dozi nad 125 ug v prisotnosti okvarjene ledvične funkcije je potencialno neprimeren zaradi večje nevarnosti toksičnosti.","Digoxin at a long-term dose > 125mg with impaired renal function (estimated GFT >30ml/min) is potentially inappropriate because of increased toxicity risk."
"K122","B","THROMBINE_INHIBITORS.dd>0 AND B67","Jemanje direktnih inhibitorjev trombina v prisotnosti okvarjene ledvične funkcije je nevarno zaradi povečanega tveganja za krvavitev.","Direct thrombin inhibitors in presence of impaired renal function have increased risk of bleeding."
"K123","B","XA_INHIBITORS.dd>0 AND B67 AND V48","Jemanje inhibitorjev Xa faktorja (rivaroksaban, apiksaban) v prisotnosti okvarjene ledvične funkcije je nevarno zaradi povečanega tveganja za krvavitev.","Factor Xa inhibitors in presence of impaired renal function have increased risk of bleeding."
"K124","B","COLHICINE.dd>0 AND B67 AND V49","Jemanje kolhicina v prisotnosti okvarjene ledvične funkcije lahko povzroči toksične učinke kolhicina.","Colchicine in presence of impaired renal function may cause colchine toxicity."
"K125","B","METFORMIN.dd>0 AND B67","Metformin v prisotnosti močno okvarjene ledvične funkcije lahko privede do laktacidoze.","Metformine in presence of impaired renal function (OGF<30) may cause lactic acidosis."
"K126","B","(PROCHLORPERAZINE.dd>0 OR METOCLOPRAMIDE.dd>0) AND B23","Metoklopramid lahko poslabša simptome Parkinsonove bolezni.","Prochlorperazine and metoclopramide may exacerbate symptoms of Parkinsonism."
"K127","B","(ANTIMUSCARINIC_DRUGS.dd>0 OR ANTIHOLINERGICS1.dd>0 OR VERAPAMIL.dd>0 OR ORAL_IRON.dd>0 OR ANTACIDS.dd>0) AND B5","Pri pacientih s kroničnim zaprtjem se je priporočljivo izogibati zdravil, ki poslabšujejo zaprtje (antimuskariniki, antiholinergiki, verapamil, oralno železo, aluminijevi antacidi), če obstajajo varnejše alternative.","Drugs likely to cause constipation (antimuscarinics/anticholinergics, oral iron, verapamil, aluminium antacids) should be avoided in patients with chronic obstipation if safer alternatives exist."
"K128","B","ORAL_IRON.dd>0 AND V68","Pri dnevni dozi oralnega železa nad 200mg ni dokazov za večjo absorbcijo.","At daily doses of elemental oral iron above 200mg there is no evidence of enhanced iron absorption."
"K129","B","ANTIMUSCARINIC_BRONCHODILATATORS.dd>0 AND B19 ","Antimuskarinski bronhodilatatorji (ipratropij, tiotropij) lahko povzročijo poslabšanje glavkoma.","Antimuscarinic bronchodilatators (ipratropium, tiotropium) in a patient with glaucoma may exacerbate glaucoma."
"K130","B","ANTIMUSCARINIC_BRONCHODILATATORS.dd>0 AND B68","Antimuskarinski bronhodilatatorji (ipratropij, tiotropij) lahko pri obstrukciji iztoka iz mehurja povzročijo retenco urina.","Antimuscarinic bronchodilatators (ipratropium, tiotropium) in a patient with bladder outflow obstruction may cause urinary retention."
"K131","B","BENZODIAZEPINES.dd>0 AND (B43 OR B44 OR B45)","Benzodiazepini v prisotnosti akutne ali kronične dihalne odpovedi lahko poslabšajo dihalno odpoved.","Benzodiazepines in presence of acute or chronic respiratory failure may exacerbate respiratory failure."
"K132","B","NSAID.dd>0 AND (B28 OR B52 OR B62)","Nesteroidni antirevmatiki lahko poslabšajo hipertenzijo.","Nonsteroidal anti-inflammatory drug used in a patient with moderate to severe hypertension may exacerbate hypertension."
"K133","B","NSAID.dd>0 AND V15 AND NOT V50","Pri blagi osteoartrozi so enostavni analgetiki bolj priporočljivi in ponavadi enako učinkoviti za lajšanje bolečine, kot nesteroidni antirevmatiki.","Long-term use of non-steroidal anti-inflammatory drugs (more than 3 months) for relief of mild joint pain in osteoarthritis is potentially inappropriate. Simple analgesics are preferable and usually as effective for pain relief."
"K134","B","SYSTEMIC_CORTICOSTEROIDS.dd>0 AND V17","Jemanje sistemskih kortikosteroidov kot monoterapije za revmatoidni artritis ali osteoartrozo ni priporočljivo zaradi tveganja za  hujše sistemske stranske učinke","Long-term use (>3 months) of corticosteroids as monotherapy for rheumatoid arthritis or osteoarthritis is potentially inappropriate due to major systemic corticosteroid side-effects."
"K135","B","COX2_INHIBITORS.dd>0 AND V51","Jemanje selektivnih COX-2 inhibitorjev ni priporočljivo pri bolnikih s srčnožilno boleznijo zaradi tveganja za srčni infarkt in kap","COX-2 selective NSAIDs are inappropriate in patients with cardiovascular disease because they increase risk for myocardial infarction and stroke."
"K136","B","NSAID.dd>0 AND SYSTEMIC_CORTICOSTEROIDS.dd>0 AND NOT (RANITIDINE.dd>0 OR FAMOTIDINE.dd>0 OR ESOMEPRAZOLE.dd>0 OR OMEPRAZOLE.dd>0 OR PANTOPRAZOLE.dd>0 OR LANSOPRAZOLE.dd>0)","Jemanje nesteroidnih antirevmatikov hkrati s kortikosteroidi brez PPI profilakse ni priporočljivo zaradi tveganja za razjedo.","NSAIDs with concurrent corticosteroids without PPI prophylaxis are potentially inappropriate because of an increased risk of peptic ulcer disease."
"K137","B","BISPHOSPHONATES.dd>0 AND (B6 OR B7 OR B47 OR B48)","Jemanje bisfosfonatov pri bolnikih z GERB v anamnezi je nepriporočljivo zaradi tveganja za poslabšanje ezofagitisa, ezofagealne razjede in ezofagealne zožitve.","Bisphosphonates in patients with history of upper gastrointestinal disease may cause exacerbation of esophagitis, esophageal ulcer and esophageal stricture."
"K138","B","ALPHA_BLOCKERS.dd>0 AND (B39 OR V52)","Alfa blokatorji niso primerni pri bolnikih z ortostatsko hipotenzijo ali anamnezo mikcijske sinkope zaradi nevarnosti ponavljajočih sinkop.","Alpha-blockers are inadvisable in presence of orthostatic hypotension or history of micturition syncope because of risk of precipitating recurrent syncopes."
"K139","B","LONGLASTING_SULPHUREA.dd>0","Glibenklamid, klorpropamid in glimepirid povečajo tveganje za prolongirano hipoglikemijo.","Glibenclamide, chlorpropamide or glimepiride in type 2 diabetes mellitus may cause prolonged hypoglycemia."
"K140","B","THIASOLINDENDIONS.dd>0 AND (B4 OR B29)","Tiazolindioni (rosiglitazon, pioglitazon) so neprimerni pri bolnikih s srčnim popuščanjem zaradi tveganja za poslabšanje srčnega popuščanja.","Thiasolindenediones are inappropriate in patients with documented heart failure because of risk of exacerbation of heart failure."
"K141","B","ANDROGENES.dd>0 AND NOT V53","Androgeni niso priporočljivi, če ne gre pri bolniku za primarni ali sekundarni hipogonadizem, saj ni dokazov za korist, pač pa so prisotni stranski učinki.","There is no proven benefit for androgenes outside of treatment of primary or secondary hypogonadism; risk of toxicity is present."
"K142","B","HYPNOTIC_ZDRUGS.dd>0","Hipnotiki, kot je zolpidem, lahko povzročijo podaljšano dnevno omotico in ataksijo in niso primerni za starostnike, nagnjene k padcem.","Hypnotic z-drugs may cause prolonged daytime sedation and ataxia and can therefore increase risk of falls."
"K143","B","(DIHYDROCODEINE.dd>0 OR HYDROMORPHONE.dd>0 OR MORPHINE.dd>0 OR OXYCODONE.dd>0 OR FENTANYL.dd>0 OR PIRITRAMIDE.dd>0 OR PENTAZOCINE.dd>0 OR BUPRENORPHINE.dd>0 OR NALBUPHINE.dd>0 OR TRAMADOL.dd>0) AND NOT V21","Redno jemanje opioidnih analgetikov brez dodanega odvajala lahko povzroči hudo zaprtje.","Regular use of opiates without concurrent use of laxatives may cause severe constipation."
"K144","B","(DIHYDROCODEINE.dd>0 OR HYDROMORPHONE.dd>0 OR MORPHINE.dd>0 OR OXYCODONE.dd>0 OR FENTANYL.dd>0 OR PIRITRAMIDE.dd>0 OR PENTAZOCINE.dd>0 OR BUPRENORPHINE.dd>0 OR NALBUPHINE.dd>0) AND NOT V54 AND NOT V20","Jemanje dolgodelujočega opioida brez kratkodelujočega opioidnega analgetika za prebijajočo bolečino morda ne bo obvladalo hude bolečine.","Long-acting opioids without short-acting opioids for break-through pain may not control severe pain adequately."
"K145","B","(BLADDER_ANTIMUSCARINICS.count + INTESTINAL_ANTISPASMODICS.count + DIPHENHYDRAMINE.count + CHLORPHENIRAMINE.count + CYCLIZINE.count + PROMETHAZINE.count + AMITRYPTILINE.count + DOXEPINE.count + CLOMIPRAMINE.count + MAPROTILINE.count)>1","Hkratna uporaba dveh zdravil z antimuskarinskimi/antiholinergičnimi lastnostmi ni priporočljiva zaradi tveganja za toksičnost.","Concommitant use of two or more drugs with antimuscarinic/anicholinergic properties is contraindicated because of risk of toxicity."
"K146","B","B37 AND NOT B54 AND NOT (WARFARIN.dd>0 OR NEW_ANTICOAGULANTS.dd>0)","Pri kronični atrijski fibrilaciji je priporočljivo uvesti varfarin ali katero od novejših antikoagulantnih zdravil, če zanj ni kontraindikacij.","In presence of chronic atrial fibrillation, warfarin or other anticoagulation drug prescription should be considered."
"K147","B","B37 AND B54 AND NOT B55 AND NOT ((ASPIRIN.dd>0 OR ASPIRIN_ATC.dd>0) OR WARFARIN.dd>0 OR NEW_ANTICOAGULANTS.dd>0)","Pri kronični atrijski fibrilaciji je v primeru kontraindikacije za varfarin ali druga antikoagulantna zdravila priporočljivo uvesti aspirin.","In presence of chronic atrial fibrillation, where warfarin is contraindicated, but not aspirin, aspirin prescription should be considered."
"K148","B","(B12 OR B8 OR B9 OR B10 OR B11 OR B13 ) AND NOT ANTIAGGREGATION_DRUGS.dd>0","V prisotnosti aterosklerotične koronarne, cerebralne ali perferine žilne bolezni pri pacientih v sinusnem ritmu je priporočljivo zdravljenje z aspirinom ali klopidogrelom.","In patients with sinus rhythm and a documented history of atherosclerotic coronary, cerebral or peripheral vascular disease, aspirin or clopidogrel should be considered."
"K149","B","(B32 OR B56) AND V55 AND NOT (ANTIHYPERTENSIVES.dd>0)","Pri sladkornem bolniku je pri konzistentno povišanem tlaku nad 160 mm Hg priporočljivo zdraviti visok pritisk.","In diabetic patients with systolic blood pressure consistently above 140 mm Hg and diastolic above 90 mmHg, antihypertensive therapy should be considered."
"K150","B","(B12 OR B8 OR B9 OR B10 OR B11 OR B13 ) AND NOT STATINS.dd>0 AND NOT (AGE>85) AND NOT V56","Pri potrjeni anamnezi koronarne, cerebralne ali periferne žilne bolezni je pri bolniku, ki ni v paliativni oskrbi ali starejši od 85 let, priporočljivo predpisati zdravljenje s statinom.","In patients who are not older than 85 years or in end-of-life care, and have a documented history of coronary, cerebral or peripheral vascular disease, statin therapy should be considered."
"K151","B","(B4 OR B29 OR B8 OR B9) AND NOT (ACEINHIBITORS.dd>0)","Pri kroničnem srčnem popuščanju ali koronarni srčni bolezni je pripročljivo predpisati ACE inhibitor.","In chronic heart failure or coronary heart disease, ACE inhibitor should be considered."
"K152","B","(B8 OR B9) AND NOT (BETABLOCKERS.dd>0)","Pri ishemični bolezni srca je priporočljivo predpisati beta blokator.","In ischaemic heart disease, beta-blocker should be considered."
"K153","B","(B4 or B29) AND NOT (HEART_BETAB.dd>0)","Pri stabilnem srčnem popuščanju je priporočljiv metoprolol, bisoprolol, nebivolol ali karvedilol.","In stable heart failure, one of the appropriate beta-blockers (bisoprolol, metoprolol, nebivolol or carvedilol) is indicated."
"K154","B","B42 OR (B40 AND V57) AND NOT (INHALED_GLUCOCORTICOIDS.dd>0)","Pri hudi astmi in KOPB je priporočljivo redno zdravljenje z inhalacijskim kortikosteroidom.","In a patient with moderate-severe asthma and COPD regular inhaled corticosteroid should be considered."
"K155","B","B23 AND NOT (LEVODOPA.dd>0 OR DOPAMINE_AGONISTS.dd>0) AND V26 AND V27","Pri idiopatski Parkinsonovi bolezni, kjer je prisotna definitivna funkcionalna prizadetost, je priporočljivo zdravljenje z levodopo ali dopaminergiki.","In a patient with idiopathic Parkinson's disease with definite functional impairment and resultant disability, L-DOPA or dopamine agonists should be considered."
"K156","B","B46 AND NOT NON_TCA_ANTIDEPRESSANTS.dd>0","Pri zmernih do hudih depresivnih simptomih, ki trajajo dlje kot tri mesece, je potrebno zdravljenje z antidepresivom (ne tricikličnim).","In the presence of moderate-severe depressive symptoms lasting at least 3 months, antidepressant drug (non-TCA) should be considered."
"K157","B","B18 AND NOT (ACETYLCHOLINESTERASE_INHIBITORS.dd>0) AND V58","Pri blagi do zmerni Alzheimerjevi demenci ali demenci Lewyjevih telesc je priporočljiv antidementiv (inhibitor acetilholinesteraze).","In mild to moderate Alzheimer's or Lewy body dementia, acetylcholinesterase inhibitor should be considered."
"K158","B","B19 AND NOT (GLAUCOMA_MED.dd>0)","Pri glavkomu so priporočljiva topična zdravila za glavkom.","In glaucoma, topical drugs for treatment of glaucoma should be considered."
"K159","B","B69 AND NOT (SSRI.dd>0 OR SNRI.dd>0 or PREGABALINE.dd>0)","Pri hudi anksioznosti, ki pacienta ovira pri neodvisnem funkcioniranju, je priporočljivo zdravljenje z SSRI (ali SNRI ali pregabalinom, če pacient SSRI ne prenaša).","In severe anxiety, interefering with independent functioning, SSRI should be considered (or SNRI or pregabalin if SSRI is contraindicated)."
"K160","B","B70 AND NOT (DOPAMINE_AGONISTS.dd>0) AND NOT B1 AND NOT V59","Pri sindromu nemirnih nog, kjer ni vzrok pomanjkanje železa ali ledvična odpoved, je priporočljivo zdravljenje z dopaminskimi agonisti (ropinirol, pramipeksol, rotigotin)","In restless legs syndrome, where iron deficiency anemia and renal failure have been excluded, dopamine agonists (ropinirole, pramipexol, rotigotine) should be considered."
"K161","B","SYSTEMIC_CORTICOSTEROIDS.dd>0 AND NOT (BISPHOSPHONATES.dd>0 AND VITAMIN_D.dd>0 AND CALCIUM.dd>0)","Pri vzdrževalnem zdravljenju s sistemskimi glukokortikoidi je potrebno preprečevanje glukokortikoidne osteoporoze z zdravljenjem z bisfosfonati, vitaminom D in kalcijem.","In patients taking maintenance oral corticosteroid therapy, bisphosphonates, vitamin D and calcium should be considered."
"K162","B","B50 AND NOT VITAMIN_D.dd>0","Pri osteoporozi je priporočljivo zdravljenje z vitaminom D.","In known osteoporosis with fragility fractures or bone density score T below -2.0 vitamin D supplement should be considered."
"K163","B","B50 AND NOT (BISPHOSPHONATES.dd>0) AND NOT V63","Pri dokumentirani osteoporozi (zlom z majhno silo ali kostna gostota znižana (score T < -2.5)) in ni kontraindikacij, je priporočljivo zdravljenje z aktivnim zdravilom (bisfosfonat, denosumab, stroncijev ranelat, teriparatid).","In documented osteoporosis (fragility fracture of bone density score T below -2.5) where no contraindications exist, treatment with bone anti-resorptive or anabolic therapy should be initiated (bisphosphonate, denosumab, strontium ranelate, teriparatide)."
"K164","B","(B72 OR B35 OR B71) AND NOT VITAMIN_D.dd>0","Pri starostnikih, ki so vezani na dom, imajo osteopenijo ali so nagnjeni k padcem, je priporočljivo dodajanje vitamina D.","In elderly who are housebound, prone to falls or have osteopenia, vitamin D supplement should be considered."
"K165","B","B2 AND NOT ALOPURINOL.dd>0 AND NOT V18","Putiko je priporočljivo zdraviti z inhibitorjem ksantinske oksidaze (alopurinol, febuksostat)","In gout, xanthine oxidase inhibitors should be considered."
"K166","B","METHOTREXATE.dd>0 AND NOT FOLATE.dd>0","Pri pacientih, ki prejemajo metotreksat, je priporočljivo dodajanje folne kisline.","Patients taking methotrexate should take folic acid supplements."
"K167","B","NOT (ACEINHIBITORS.dd>0 OR SARTANS.dd>0) AND ((B32 OR B56) AND (B51 OR V64))","Pri sladkorni bolezni tipa 2 s prizadetostjo ledvic je priporočljivo zdravljenje z ACE inhibitorjem ali blokatorjem angiotenzinskih receptorjev (sartanom).","In patients with diabetes with nephropathy (overt urinalysis proteinuria or microalbuminuria (>30ml/24h) with or without serum biochemical renal impairment) ACE inhibitor or angiotensin receptor blocker should be considered."
"K168","B","B21 AND NOT ALPHABLOCKERS_ALL.dd>0","Pri pacientih, ki imajo simptome zaradi težav s prostato, je priporočljivo zdravljenje z alfa-blokatorjem.","In patients with symptomatic prostatism, alpha blockers should be considered."
"K169","B","B21 AND NOT ALPHA_REDUCTASE_INH.dd>0","Pri pacientih, ki imajo simptome zaradi težav s prostato, je priporočljivo zdravljenje z inhibitorjem 5-alfa reduktaze (dutasterid, finasterid).","In patients with symptomatic prostatism, inhibitors of 5-alpha-reductase should be considered."
"K170","B","B73 AND NOT (VAGINAL_ESTROGENS.dd>0 AND TOPICAL.dd>0)","Pri simptomatskem atrofičnem vaginitisu je priporočljivo zdraviti težave s topičnimi estrogeni.","In patients with symptomatic atrophic vaginitis, topical estrogen cream or vaginal estrogen pessary should be considered."
"K171","B","B36 AND NOT OPIOIDS.dd>0 AND NOT V65","Pri bolniku z zmerno do hudo kronično bolečino, ki ni dobro nadzorovana s paracetamolom ali šibkimi opioidi, je priporočljivo predpisati močne opioide.","In patient with chronic moderate to severe pain which is not controlled by paracetamol or weak opioids or where these are not appropriate to pain severity, strong opioids should be considered."
"K172","B","(DIHYDROCODEINE.dd>0 OR HYDROMORPHONE.dd>0 OR MORPHINE.dd>0 OR OXYCODONE.dd>0 OR FENTANYL.dd>0 OR PIRITRAMIDE.dd>0 OR PENTAZOCINE.dd>0 OR BUPRENORPHINE.dd>0 OR NALBUPHINE.dd>0 OR TRAMADOL.dd>0) AND B5","Pri bolniku s kroničnim zaprtjem, opiodni analgetiki povečajo tveganje za hudo zaprtje.","Use of regular opiates in those with chronic constipation may cause severe constipation."
"K173","B","OPIOIDS_ALL.dd>0 AND V21","Če bolnik prejema opioid, je priporočljivo, da ob tem prejema tudi odvajalo.","In patient regularly taking opiates, laxative should be considered."
"K174","B","NOT V66","Priporočljivo je, da se starostnik letno cepi proti gripi.","It is recommended older aduts get yearly influenza vaccine."
"K175","B","NOT V67","Vsak pacient naj bi po 65 letu vsaj enkrat prejel cepivo proti pnevmokoku.","Every patient should receive pneumococcal vaccine at least once after 65 years of age."
"K176","B","(NONSELECTIVE_BB.dd>0 OR TOPICAL_NONSELECTIVE_BB.dd>0) AND (B41 OR B42)","Uporaba neselektivnih beta blokatorjev (sistemskih ali lokalnih pri glavkomu) pri bolniku z astmo lahko povzroči bronhospazem.","Use of non-selective beta-blocker (whether oral or topical for glaucoma) with a history of asthma requiring treatment may cause increased bronchospasm."
